,token_idx,token_str,count
3623,34406,"

",11
3624,191,,10
3625,248, a,7
3626,38931, utf,100
3627,191,,13
3628,6901, Good,99
3629,191,,6
3630,191,,15
3631,310, I,84
3632,8622,([,100
3633,5382, doubt,100
3634,2614,www,8
3635,191,,10
3636,1643, bus,89
3637,248, a,12
3638,21,3,17
3639,191,,6
3640,3692, box,100
3641,191,,9
3642,248, a,17
3643,2857, Ste,100
3644,191,,9
3645,4064, Mon,100
3646,191,,10
3647,191,,12
3648,7736, oral,99
3649,191,,11
3650,248, a,7
3651,191,,13
3652,884, fl,100
3653,34406,"

",11
3654,3453, rights,100
3655,534,"

",7
3656,191,,8
3657,3985,###,53
3658,191,,8
3659,2325,ged,100
3660,191,,13
3661,1806, view,100
3662,321, be,100
3663,248, a,9
3664,248, a,9
3665,191,,15
3666,191,,9
3667,2614,www,8
3668,942, people,100
3669,191,,9
3670,2014, pay,100
3671,2413, range,100
3672,191,,10
3673,248, a,9
3674,3448, hands,100
3675,191,,8
3676,248, a,7
3677,5529, motor,100
3678,246,  ,25
3679,191,,6
3680,191,,8
3681,3461, forward,100
3682,4327,ل,6
3683,191,,10
3684,248, a,8
3685,1316, order,100
3686,191,,14
3687,28933, '.,7
3688,534,"

",9
3689,534,"

",8
3690,1077,"],",100
3691,191,,11
3692,191,,14
3693,191,,11
3694,30139,COMM,17
3695,567,"=""",55
3696,28933, '.,8
3697,2614,www,7
3698,191,,10
3699,191,,8
3700,191,,8
3701,311, is,11
3702,11873,Window,41
3703,883, i,70
3704,405,ess,100
3705,513, do,100
3706,191,,10
3707,191,,8
3708,916, sm,37
3709,4213,void,12
3710,191,,8
3711,2614,www,8
3712,1128,An,67
3713,1020,ars,10
3714,248, a,7
3715,191,,14
3716,248, a,9
3717,191,,8
3718,12573,params,39
3719,191,,12
3720,191,,9
3721,534,"

",10
3722,6961, quarter,100
3723,2614,www,7
3724,2614,www,8
3725,534,"

",7
3726,248, a,8
3727,457,’,46
3728,191,,14
3729,191,,11
3730,433,red,14
3731,248, a,9
3732,25853, lex,77
3733,191,,16
3734,6770, Mo,100
3735,534,"

",8
3736,191,,11
3737,2614,www,8
3738,248, a,15
3739,286, and,93
3740,191,,9
3741,280,ion,10
3742,34406,"

",10
3743,3929, title,100
3744,248, a,11
3745,2468, cannot,100
3746,191,,9
3747,191,,7
3748,191,,15
3749,191,,7
3750,13853, moist,11
3751,2734, near,100
3752,254, the,100
3753,191,,12
3754,6923,has,100
3755,19,1,15
3756,191,,9
3757,262,is,100
3758,248, a,8
3759,7618, walking,53
3760,248, a,9
3761,34406,"

",100
3762,191,,13
3763,191,,10
3764,534,"

",7
3765,282, to,100
3766,534,"

",6
3767,191,,10
3768,191,,9
3769,22890, LGBT,37
3770,25,7,18
3771,191,,12
3772,17956,ktop,7
3773,191,,7
3774,11352, Take,70
3775,43604,offer,10
3776,7207, ended,100
3777,191,,10
3778,368, you,100
3779,191,,9
3780,452, have,100
3781,534,"

",7
3782,898, result,52
3783,417, not,24
3784,191,,12
3785,282, to,100
3786,191,,10
3787,374, 2,12
3788,191,,13
3789,8513, Ro,99
3790,6454, Service,100
3791,191,,7
3792,16,.,100
3793,885,ta,100
3794,16,.,100
3795,191,,6
3796,191,,6
3797,248, a,7
3798,191,,10
3799,248, a,8
3800,20530,Creat,86
3801,248, a,9
3802,191,,11
3803,248, a,9
3804,34406,"

",11
3805,248, a,8
3806,248, a,9
3807,16,.,100
3808,191,,10
3809,575,"
        ",100
3810,2780, believe,100
3811,191,,10
3812,248, a,9
3813,248, a,11
3814,534,"

",7
3815,191,,6
3816,28,:,26
3817,191,,7
3818,286, and,75
3819,13327, aims,90
3820,34406,"

",10
3821,401, F,100
3822,2849, walk,100
3823,15,-,84
3824,294,el,100
3825,191,,10
3826,191,,8
3827,1530, model,4
3828,248, a,7
3829,7434, loved,100
3830,191,,15
3831,248, a,7
3832,191,,7
3833,15,-,100
3834,534,"

",7
3835,191,,7
3836,191,,5
3837,87,u,100
3838,79,m,100
3839,191,,12
3840,191,,10
3841,457,’,28
3842,191,,10
3843,191,,16
3844,2614,www,8
3845,191,,10
3846,18771, KIND,100
3847,248, a,13
3848,34406,"

",7
3849,486,age,100
3850,191,,12
3851,5053, choose,100
3852,248, a,10
3853,314, (,100
3854,191,,6
3855,191,,11
3856,191,,7
3857,8618,QU,100
3858,1152,aking,48
3859,426, =,50
3860,191,,6
3861,248, a,12
3862,265,ed,100
3863,191,,10
3864,248, a,7
3865,191,,12
3866,8086, Hy,100
3867,6100, Are,100
3868,191,,8
3869,34406,"

",13
3870,1874, side,100
3871,248, a,10
3872,282, to,15
3873,534,"

",9
3874,191,,15
3875,188,"
",100
3876,16,.,26
3877,248, a,13
3878,191,,9
3879,19,1,25
3880,248, a,6
3881,191,,9
3882,534,"

",10
3883,2614,www,8
3884,282, to,75
3885,191,,8
3886,191,,8
3887,14,",",67
3888,248, a,6
3889,191,,10
3890,17956,ktop,7
3891,248, a,7
3892,2614,www,8
3893,34406,"

",8
3894,191,,10
3895,16,.,100
3896,191,,7
3897,6277,を,57
3898,2257, air,100
3899,13814, membership,56
3900,191,,8
3901,191,,11
3902,6692, session,100
3903,4655,bin,100
3904,191,,10
3905,191,,7
3906,8550, fly,100
3907,191,,8
3908,12089,session,100
3909,3442, member,100
3910,248, a,10
3911,188,"
",100
3912,7444, template,10
3913,248, a,12
3914,248, a,10
3915,191,,10
3916,15246, Click,88
3917,274, of,100
3918,8962,yst,9
3919,4954, opportunity,100
3920,15,-,55
3921,2551, `,98
3922,2075, why,100
3923,1714,rap,100
3924,254, the,10
3925,191,,8
3926,12412,Hi,93
3927,191,,9
3928,248, a,12
3929,34406,"

",12
3930,1027, |,100
3931,191,,7
3932,191,,13
3933,34406,"

",12
3934,248, a,8
3935,4324,((,100
3936,248, a,10
3937,4584, education,100
3938,581,"),",100
3939,191,,7
3940,7078, caught,100
3941,34406,"

",7
3942,4801, Even,99
3943,22,4,33
3944,314, (,100
3945,191,,8
3946,191,,9
3947,2552, Then,99
3948,191,,12
3949,7481, os,100
3950,28933, '.,7
3951,486,age,6
3952,191,,9
3953,191,,9
3954,191,,8
3955,248, a,11
3956,191,,9
3957,191,,7
3958,248, a,10
3959,7845, Long,96
3960,248, a,14
3961,191,,11
3962,1358,"',",50
3963,191,,10
3964,191,,8
3965,6474, FOR,100
3966,191,,11
3967,191,,10
3968,1706, que,100
3969,1181, much,83
3970,191,,13
3971,191,,13
3972,4509, PR,100
3973,14506,Pop,18
3974,191,,10
3975,248, a,11
3976,534,"

",7
3977,191,,9
3978,2803, history,100
3979,16,.,100
3980,191,,7
3981,432, from,79
3982,191,,10
3983,248, a,8
3984,191,,9
3985,6840, lie,61
3986,191,,7
3987,248, a,8
3988,248, a,10
3989,26580,oit,8
3990,248, a,7
3991,2614,www,8
3992,191,,7
3993,248, a,7
3994,191,,6
3995,248, a,13
3996,34406,"

",8
3997,34406,"

",12
3998,2288, event,100
3999,191,,8
4000,534,"

",7
4001,896,".,",100
4002,248, a,9
4003,286, and,65
4004,191,,7
4005,37,C,26
4006,191,,11
4007,248, a,17
4008,282, to,7
4009,1401, child,100
4010,191,,10
4011,191,,13
4012,85,s,68
4013,191,,9
4014,846,stem,8
4015,191,,8
4016,369, was,85
4017,65,_,100
4018,870,__,39
4019,248, a,12
4020,4741, tour,100
4021,191,,10
4022,0,<|EOS|>,100
4023,248, a,9
4024,191,,12
4025,191,,11
4026,3561, South,100
4027,191,,7
4028,191,,11
4029,349,ch,20
4030,191,,10
4031,191,,9
4032,1396, cre,100
4033,34406,"

",10
4034,2859, address,22
4035,286, and,92
4036,191,,9
4037,191,,9
4038,364, wh,100
4039,2614,www,8
4040,191,,10
4041,21,3,21
4042,191,,14
4043,33920, PlayStation,23
4044,6458, generate,30
4045,248, a,8
4046,10443, rely,100
4047,274, of,100
4048,669, also,33
4049,248, a,10
4050,191,,9
4051,596, they,100
4052,324, for,100
4053,248, a,8
4054,191,,7
4055,4564, throw,100
4056,248, a,15
4057,748, what,100
4058,2273,ush,14
4059,191,,12
4060,191,,8
4061,16220,results,7
4062,1371,ds,99
4063,2614,www,8
4064,248, a,7
4065,191,,11
4066,191,,11
4067,34406,"

",12
4068,191,,7
4069,191,,9
4070,248, a,10
4071,276, in,100
4072,191,,10
4073,191,,9
4074,191,,7
4075,1798, den,100
4076,2614,www,8
4077,715, am,100
4078,191,,10
4079,3343,pre,13
4080,1480, too,100
4081,17380,comb,12
4082,191,,9
4083,353, it,29
4084,191,,8
4085,248, a,13
4086,758, under,100
4087,18332," "",",82
4088,647,"
       ",72
4089,2614,www,8
4090,557,);,60
4091,16,.,100
4092,16903,Widget,100
4093,4935, male,91
4094,191,,12
4095,191,,9
4096,8814, excited,100
4097,191,,10
4098,248, a,7
4099,9391, blind,87
4100,2694, max,100
4101,9921, Fort,100
4102,28933, '.,10
4103,534,"

",10
4104,5055, AM,40
4105,2171, ben,9
4106,5134,ME,65
4107,191,,9
4108,428, -,100
4109,9731, Sar,60
4110,248, a,10
4111,191,,13
4112,48058, VARCHAR,14
4113,534,"

",7
4114,212,�,10
4115,248, a,9
4116,16,.,100
4117,55,U,17
4118,34406,"

",11
4119,191,,8
4120,561, out,46
4121,191,,8
4122,248, a,8
4123,34406,"

",9
4124,191,,7
4125,191,,8
4126,248, a,6
4127,248, a,8
4128,191,,9
4129,534,"

",22
4130,1453, u,100
4131,367, P,12
4132,23402,는,23
4133,191,,10
4134,248, a,10
4135,729, them,48
4136,40291, sewer,9
4137,263,it,100
4138,191,,10
4139,191,,8
4140,191,,12
4141,248, a,8
4142,324, for,100
4143,5451, sexual,23
4144,191,,10
4145,34406,"

",13
4146,248, a,9
4147,9804, experts,3
4148,248, a,11
4149,801, first,100
4150,534,"

",8
4151,8901, gift,23
4152,254, the,100
4153,1640, best,100
4154,1119,ann,100
4155,339,if,100
4156,2614,www,7
4157,34406,"

",12
4158,65,_,28
4159,4706, letter,100
4160,248, a,9
4161,191,,10
4162,248, a,9
4163,15,-,100
4164,191,,7
4165,191,,6
4166,191,,9
4167,534,"

",9
4168,248, a,11
4169,34406,"

",10
4170,1890,ending,9
4171,191,,8
4172,191,,7
4173,248, a,9
4174,6041, Smith,57
4175,7073,main,100
4176,2703, market,100
4177,534,"

",10
4178,191,,10
4179,191,,10
4180,34406,"

",11
4181,314, (,100
4182,191,,9
4183,28,:,100
4184,191,,9
4185,248, a,100
4186,248, a,11
4187,191,,19
4188,2614,www,7
4189,191,,11
4190,248, a,9
4191,248, a,11
4192,1189,е,100
4193,328, on,100
4194,374, 2,44
4195,248, a,14
4196,191,,10
4197,191,,8
4198,4597, Mark,99
4199,248, a,9
4200,191,,7
4201,191,,10
4202,210, ,11
4203,36358,oS,10
4204,191,,9
4205,248, a,7
4206,5939, mobile,100
4207,647,"
       ",86
4208,34406,"

",12
4209,191,,7
4210,191,,10
4211,191,,11
4212,191,,8
4213,1640, best,20
4214,18070, Double,6
4215,191,,9
4216,191,,12
4217,32,>,100
4218,254, the,23
4219,1318,man,100
4220,248, a,8
4221,248, a,7
4222,8288, ho,88
4223,250,in,22
4224,28933, '.,7
4225,2614,www,8
4226,248, a,6
4227,248, a,7
4228,15422, LED,8
4229,7110, managed,48
4230,191,,8
4231,14,",",47
4232,191,,13
4233,311, is,92
4234,15241, ب,15
4235,4188, choice,100
4236,2614,www,8
4237,8482, Medical,30
4238,1899, due,100
4239,191,,10
4240,191,,10
4241,28933, '.,7
4242,191,,9
4243,191,,12
4244,18,0,100
4245,34406,"

",11
4246,534,"

",7
4247,191,,6
4248,390, or,74
4249,26978,取,8
4250,68,b,47
4251,191,,9
4252,248, a,8
4253,2753,Figure,84
4254,18932, disable,100
4255,286, and,94
4256,248, a,8
4257,2659, Te,100
4258,282, to,100
4259,254, the,100
4260,2614,www,8
4261,191,,10
4262,74,h,32
4263,191,,9
4264,16,.,6
4265,191,,8
4266,191,,12
4267,34406,"

",9
4268,4764, AT,100
4269,248, a,8
4270,191,,7
4271,248, a,7
4272,2614,www,8
4273,1015, different,9
4274,274, of,100
4275,248, a,7
4276,191,,8
4277,191,,8
4278,2272, fac,71
4279,5150, visual,100
4280,248, a,17
4281,248, a,14
4282,34406,"

",11
4283,14,",",100
4284,191,,10
4285,85,s,74
4286,38919, URLs,11
4287,1665, light,100
4288,317,us,9
4289,311, is,78
4290,28933, '.,8
4291,191,,15
4292,5008, core,100
4293,282, to,100
4294,34406,"

",10
4295,3300, sample,100
4296,248, a,9
4297,191,,10
4298,534,"

",7
4299,191,,8
4300,34406,"

",10
4301,248, a,10
4302,248, a,7
4303,1472, Z,100
4304,1062, very,91
4305,14,",",100
4306,248, a,13
4307,191,,7
4308,191,,10
4309,34406,"

",12
4310,28933, '.,7
4311,1571, imp,100
4312,21,3,27
4313,1369, import,14
4314,191,,10
4315,1338, patients,97
4316,248, a,8
4317,248, a,8
4318,191,,10
4319,312,ol,26
4320,9,',100
4321,14439,():,38
4322,248, a,8
4323,191,,10
4324,534,"

",9
4325,191,,12
4326,21,3,8
4327,4846,func,100
4328,1382, run,100
4329,16,.,100
4330,191,,9
4331,191,,9
4332,191,,10
4333,191,,7
4334,248, a,7
4335,191,,12
4336,2614,www,8
4337,28,:,15
4338,191,,12
4339,248, a,7
4340,191,,10
4341,534,"

",7
4342,191,,9
4343,191,,7
4344,574, ,22
4345,1976, net,100
4346,191,,12
4347,188,"
",100
4348,191,,9
4349,191,,7
4350,191,,12
4351,191,,10
4352,10995, Corporation,38
4353,191,,10
4354,84,r,24
4355,191,,11
4356,191,,10
4357,248, a,10
4358,191,,9
4359,387, at,100
4360,2823,year,100
4361,32285,INCLUDING,43
4362,191,,12
4363,248, a,9
4364,191,,7
4365,191,,11
4366,248, a,12
4367,191,,7
4368,191,,8
4369,248, a,9
4370,460,ine,78
4371,191,,8
4372,22191,################################,14
4373,4762, Park,5
4374,191,,10
4375,15,-,69
4376,6313, Company,17
4377,417, not,100
4378,191,,9
4379,65,_,43
4380,191,,14
4381,191,,8
4382,7466,AGE,17
4383,1884,co,100
4384,368, you,48
4385,944, most,100
4386,191,,8
4387,191,,11
4388,191,,11
4389,248, a,18
4390,248, a,9
4391,248, a,11
4392,2614,www,8
4393,22191,################################,20
4394,8251, senior,100
4395,248, a,12
4396,14699, Arts,70
4397,248, a,9
4398,534,"

",9
4399,2704, points,100
4400,248, a,8
4401,2614,www,8
4402,2614,www,8
4403,191,,9
4404,338, 1,47
4405,11,),5
4406,534,"

",8
4407,286, and,92
4408,191,,10
4409,3215,UR,100
4410,248, a,12
4411,16692,ONT,14
4412,7345,Since,52
4413,534,"

",7
4414,191,,8
4415,2674, almost,90
4416,191,,9
4417,248, a,10
4418,191,,12
4419,14061,global,46
4420,582,ose,19
4421,670, when,89
4422,191,,10
4423,191,,6
4424,191,,15
4425,2520, source,100
4426,248, a,10
4427,2614,www,9
4428,248, a,8
4429,2614,www,8
4430,191,,9
4431,191,,8
4432,248, a,12
4433,1554,name,49
4434,248, a,8
4435,3097, motion,65
4436,26978,取,6
4437,1964, main,100
4438,2295,no,100
4439,191,,10
4440,191,,9
4441,690,ific,9
4442,248, a,7
4443,11485, studio,6
4444,191,,14
4445,1622,arg,100
4446,191,,6
4447,191,,10
4448,314, (,100
4449,191,,7
4450,28933, '.,9
4451,191,,9
4452,248, a,7
4453,17740, affordable,24
4454,28933, '.,59
4455,534,"

",9
4456,264,or,12
4457,248, a,13
4458,368, you,82
4459,28933, '.,7
4460,11168, admit,95
4461,248, a,13
4462,15,-,51
4463,2824, front,100
4464,449,".""",100
4465,2614,www,9
4466,191,,10
4467,79,m,100
4468,248, a,16
4469,18,0,35
4470,191,,10
4471,2614,www,8
4472,248, a,9
4473,816, val,88
4474,368, you,100
4475,26,8,88
4476,13643, Hong,53
4477,191,,9
4478,191,,11
4479,191,,8
4480,534,"

",8
4481,534,"

",6
4482,254, the,100
4483,248, a,8
4484,191,,9
4485,6998, Ver,100
4486,34406,"

",13
4487,191,,9
4488,191,,11
4489,191,,10
4490,65,_,6
4491,997, look,25
4492,5215, benefits,88
4493,416, R,100
4494,36745, hass,21
4495,191,,7
4496,878,ec,100
4497,191,,10
4498,191,,8
4499,282, to,100
4500,191,,7
4501,13021, pub,9
4502,2614,www,8
4503,248, a,10
4504,191,,7
4505,191,,9
4506,191,,10
4507,34406,"

",10
4508,14171,Today,97
4509,191,,13
4510,34406,"

",9
4511,3751, note,57
4512,191,,6
4513,2076,sw,100
4514,191,,15
4515,5867, Air,100
4516,2165, key,100
4517,15,-,18
4518,248, a,7
4519,8465,Last,100
4520,248, a,13
4521,191,,10
4522,1922, local,4
4523,2614,www,8
4524,191,,12
4525,327, that,9
4526,12608, Bra,76
4527,191,,7
4528,3064, host,100
4529,534,"

",8
4530,16,.,18
4531,191,,10
4532,14,",",100
4533,6574, auto,100
4534,248, a,9
4535,34406,"

",12
4536,537,ub,100
4537,34406,"

",10
4538,9611, Top,99
4539,191,,9
4540,2614,www,8
4541,191,,8
4542,311, is,100
4543,15,-,32
4544,191,,13
4545,1464, life,15
4546,440, un,100
4547,191,,10
4548,4311, unique,100
4549,729, them,7
4550,191,,10
4551,34406,"

",10
4552,14,",",28
4553,191,,10
4554,191,,10
4555,534,"

",8
4556,191,,9
4557,191,,12
4558,2614,www,7
4559,29,;,100
4560,191,,8
4561,191,,12
4562,1438, going,100
4563,34406,"

",10
4564,650, would,69
4565,191,,11
4566,1064,ale,56
4567,38,D,100
4568,191,,10
4569,248, a,15
4570,248, a,6
4571,191,,11
4572,191,,12
4573,191,,8
4574,534,"

",7
4575,3673, usually,29
4576,191,,10
4577,3239, ...,98
4578,2038, Sp,100
4579,2614,www,5
4580,2855,import,100
4581,8980, Prov,73
4582,191,,8
4583,2614,www,8
4584,191,,8
4585,248, a,9
4586,191,,12
4587,10369, wherein,23
4588,248, a,8
4589,435,art,12
4590,34406,"

",9
4591,3808, message,100
4592,191,,14
4593,2614,www,8
4594,10607, PS,100
4595,191,,6
4596,191,,8
4597,191,,8
4598,191,,9
4599,248, a,9
4600,2614,www,8
4601,39549,/%,83
4602,191,,13
4603,191,,8
4604,3615, medical,95
4605,248, a,6
4606,544,ph,21
4607,191,,8
4608,34406,"

",11
4609,191,,9
4610,7306, virtual,65
4611,191,,8
4612,191,,10
4613,33878,Console,8
4614,4316, remember,100
4615,2312, ),22
4616,311, is,99
4617,633, your,32
4618,286, and,100
4619,4270, Red,100
4620,191,,10
4621,191,,14
4622,191,,8
4623,191,,11
4624,4010, visit,100
4625,534,"

",6
4626,1148, Q,100
4627,1194,app,15
4628,5868,'],24
4629,65,_,94
4630,1800, #,60
4631,191,,11
4632,4126, enjoy,99
4633,248, a,7
4634,22,4,23
4635,516, im,100
4636,191,,8
4637,191,,7
4638,248, a,8
4639,274, of,100
4640,191,,7
4641,191,,15
4642,191,,9
4643,191,,8
4644,2614,www,8
4645,534,"

",6
4646,248, a,15
4647,191,,8
4648,4005, assert,17
4649,248, a,9
4650,229,�,100
4651,534,"

",8
4652,906, Un,100
4653,16,.,100
4654,34406,"

",12
4655,191,,14
4656,2614,www,8
4657,1729, Ph,100
4658,191,,10
4659,248, a,7
4660,3224, friend,100
4661,347," """,62
4662,191,,12
4663,342,   ,6
4664,191,,7
4665,2614,www,7
4666,191,,6
4667,248, a,7
4668,191,,8
4669,191,,7
4670,1525, within,100
4671,251,re,100
4672,1523,bl,6
4673,191,,11
4674,4817, tool,10
4675,191,,8
4676,65,_,12
4677,191,,10
4678,8221, Charles,52
4679,248, a,10
4680,671, time,64
4681,191,,8
4682,191,,10
4683,191,,11
4684,4577, damage,13
4685,31,=,100
4686,282, to,8
4687,191,,9
4688,191,,8
4689,248, a,7
4690,191,,9
4691,14,",",100
4692,191,,9
4693,23,5,24
4694,683, than,100
4695,338, 1,57
4696,14,",",100
4697,34406,"

",10
4698,248, a,7
4699,86,t,100
4700,17371,utf,8
4701,34406,"

",9
4702,11089, rural,100
4703,248, a,8
4704,534,"

",7
4705,8138, Mel,85
4706,7113, Cr,100
4707,191,,11
4708,2629, version,100
4709,248, a,8
4710,432, from,38
4711,248, a,9
4712,534,"

",8
4713,191,,13
4714,3310, media,16
4715,452, have,81
4716,34406,"

",11
4717,191,,9
4718,34406,"

",6
4719,248, a,9
4720,248, a,9
4721,248, a,19
4722,534,"

",8
4723,191,,7
4724,534,"

",7
4725,2614,www,8
4726,191,,14
4727,2614,www,8
4728,956, class,100
4729,984, ent,14
4730,191,,10
4731,2336, log,91
4732,534,"

",8
4733,191,,12
4734,191,,13
4735,14,",",17
4736,191,,9
4737,309, T,16
4738,248, a,7
4739,191,,12
4740,248, a,6
4741,1972, true,100
4742,191,,11
4743,610, K,100
4744,3361,const,16
4745,188,"
",100
4746,14,",",9
4747,248, a,7
4748,191,,10
4749,248, a,8
4750,2545, job,44
4751,248, a,7
4752,191,,12
4753,191,,7
4754,191,,10
4755,534,"

",7
4756,534,"

",9
4757,534,"

",9
4758,647,"
       ",6
4759,248, a,7
4760,16,.,100
4761,248, a,11
4762,191,,8
4763,191,,9
4764,10212,close,100
4765,120,�,19
4766,3734, href,100
4767,191,,8
4768,36578, Optional,100
4769,512, all,4
4770,191,,9
4771,191,,11
4772,191,,7
4773,5049, tree,100
4774,34406,"

",13
4775,11573,�,24
4776,248, a,7
4777,1192, ins,15
4778,2474, according,100
4779,28933, '.,7
4780,426, =,22
4781,7890, attacks,26
4782,16,.,100
4783,6480, leader,100
4784,191,,7
4785,248, a,9
4786,191,,14
4787,191,,19
4788,191,,11
4789,248, a,7
4790,534,"

",7
4791,248, a,12
4792,248, a,13
4793,1244,ST,100
4794,343, with,99
4795,274, of,78
4796,248, a,7
4797,85,s,100
4798,191,,15
4799,34406,"

",9
4800,534,"

",8
4801,248, a,10
4802,13002,Eval,7
4803,34406,"

",11
4804,338, 1,100
4805,13492, saving,7
4806,191,,10
4807,2614,www,8
4808,534,"

",8
4809,34406,"

",11
4810,5095, career,100
4811,248, a,8
4812,2614,www,8
4813,4962, achieve,100
4814,31279, fridge,41
4815,248, a,8
4816,248, a,7
4817,248, a,9
4818,191,,13
4819,34406,"

",13
4820,2115, thing,100
4821,191,,7
4822,34406,"

",12
4823,248, a,9
4824,18,0,95
4825,15,-,100
4826,348, as,100
4827,344,ir,100
4828,191,,12
4829,2614,www,8
4830,10060, garden,19
4831,6217, farm,8
4832,534,"

",8
4833,248, a,8
4834,27,9,34
4835,2614,www,8
4836,191,,9
4837,34406,"

",7
4838,191,,8
4839,731, It,100
4840,28933, '.,7
4841,248, a,7
4842,191,,12
4843,1058, di,96
4844,3144, comes,100
4845,1373, cent,60
4846,11586, encourage,100
4847,191,,10
4848,2755,aff,100
4849,248, a,11
4850,328, on,100
4851,2131, sent,100
4852,34406,"

",10
4853,191,,14
4854,191,,9
4855,1460, information,5
4856,534,"

",6
4857,5324, drink,100
4858,12086, arc,47
4859,469,ich,100
4860,295, re,100
4861,1157, good,44
4862,191,,10
4863,7079,else,100
4864,5202, Arm,17
4865,22262,时,29
4866,363,ri,23
4867,2614,www,7
4868,34406,"

",13
4869,1495, another,100
4870,745, sub,100
4871,191,,9
4872,248, a,12
4873,191,,11
4874,191,,10
4875,839, We,61
4876,12587, visitors,100
4877,191,,9
4878,191,,11
4879,13070,diff,20
4880,15,-,100
4881,191,,9
4882,191,,10
4883,191,,7
4884,1015, different,41
4885,191,,11
4886,2614,www,8
4887,14,",",100
4888,191,,11
4889,191,,7
4890,763, two,43
4891,534,"

",7
4892,248, a,11
4893,534,"

",8
4894,248, a,15
4895,1505,AN,32
4896,191,,13
4897,191,,8
4898,534,"

",9
4899,7964, Wal,64
4900,34406,"

",13
4901,191,,14
4902,15108, importantly,95
4903,647,"
       ",88
4904,191,,10
4905,191,,7
4906,22,4,16
4907,11641, GNU,100
4908,10188, corporate,100
4909,1194,app,34
4910,2614,www,7
4911,191,,7
4912,282, to,100
4913,248, a,7
4914,9644,google,12
4915,191,,14
4916,376,ra,100
4917,2674, almost,85
4918,191,,12
4919,191,,13
4920,2304, once,100
4921,15307,POST,88
4922,2314, love,100
4923,191,,8
4924,3887,Le,56
4925,248, a,7
4926,248, a,9
4927,6087,current,100
4928,248, a,11
4929,3520, knowledge,100
4930,8685, ---,3
4931,191,,10
4932,6136, spot,100
4933,534,"

",6
4934,191,,9
4935,10430, ..,100
4936,24915,strip,100
4937,191,,19
4938,191,,8
4939,19,1,22
4940,248, a,6
4941,187,	,100
4942,191,,10
4943,191,,7
4944,18927, charity,8
4945,191,,7
4946,20,2,47
4947,16,.,100
4948,14,",",100
4949,248, a,14
4950,5198,ingly,52
4951,191,,7
4952,248, a,6
4953,191,,9
4954,6663, Vol,100
4955,457,’,100
4956,13821,/.,100
4957,17142, Kom,27
4958,311, is,95
4959,32793,assertEqual,100
4960,34406,"

",9
4961,191,,9
4962,191,,9
4963,191,,8
4964,191,,9
4965,323, S,39
4966,248, a,12
4967,191,,9
4968,2614,www,8
4969,248, a,8
4970,191,,17
4971,20298, ctx,8
4972,248, a,9
4973,191,,7
4974,6727, Robert,100
4975,248, a,8
4976,248, a,9
4977,22,4,42
4978,338, 1,19
4979,21697, quarterback,6
4980,248, a,9
4981,191,,9
4982,191,,14
4983,191,,11
4984,191,,10
4985,248, a,10
4986,1887, big,29
4987,248, a,9
4988,28933, '.,7
4989,274, of,55
4990,248, a,14
4991,14,",",17
4992,1673, Con,100
4993,248, a,17
4994,348, as,100
4995,10270, ham,52
4996,34406,"

",9
4997,89,w,45
4998,6949, brand,100
4999,248, a,10
5000,5234, mentioned,54
5001,191,,9
5002,248, a,8
5003,34406,"

",12
5004,191,,9
5005,534,"

",8
5006,16601, furniture,100
5007,191,,5
5008,191,,10
5009,534,"

",7
5010,73,g,78
5011,1559,att,100
5012,191,,10
5013,324, for,100
5014,5890,Index,4
5015,191,,6
5016,191,,11
5017,191,,11
5018,390, or,56
5019,441, us,96
5020,65,_,58
5021,1247, great,31
5022,248, a,7
5023,88,v,69
5024,248, a,8
5025,5537, professional,100
5026,191,,13
5027,20298, ctx,12
5028,2614,www,7
5029,2614,www,8
5030,28933, '.,7
5031,191,,10
5032,23297,argument,77
5033,1638, Is,22
5034,984, ent,98
5035,546,ice,100
5036,28933, '.,8
5037,34406,"

",11
5038,534,"

",6
5039,34406,"

",6
5040,191,,11
5041,34406,"

",9
5042,248, a,12
5043,191,,8
5044,248, a,9
5045,1068, case,100
5046,2614,www,8
5047,248, a,9
5048,2614,www,8
5049,191,,10
5050,14842, optional,100
5051,191,,9
5052,286, and,95
5053,214,�,100
5054,248, a,9
5055,191,,9
5056,641, no,100
5057,534,"

",7
5058,191,,10
5059,191,,11
5060,426, =,42
5061,534,"

",7
5062,10077, prepare,100
5063,1583, No,100
5064,191,,10
5065,3462, products,92
5066,10847,plan,8
5067,257, s,40
5068,475, *,100
5069,28,:,82
5070,534,"

",7
5071,191,,7
5072,188,"
",100
5073,2614,www,8
5074,4701, lives,100
5075,191,,11
5076,2614,www,8
5077,191,,8
5078,16,.,6
5079,487,ib,100
5080,12267,�,34
5081,248, a,13
5082,18145,Sen,54
5083,3425, track,6
5084,248, a,11
5085,512, all,100
5086,191,,10
5087,34406,"

",11
5088,353, it,49
5089,248, a,11
5090,1921, size,26
5091,191,,8
5092,597, up,16
5093,248, a,11
5094,191,,8
5095,34406,"

",8
5096,321, be,100
5097,457,’,100
5098,191,,10
5099,34406,"

",10
5100,633, your,51
5101,191,,9
5102,191,,18
5103,191,,9
5104,534,"

",6
5105,2614,www,8
5106,248, a,6
5107,191,,7
5108,16,.,95
5109,191,,9
5110,28933, '.,7
5111,191,,8
5112,191,,9
5113,875,type,100
5114,248, a,7
5115,498,cl,100
5116,191,,10
5117,191,,10
