,token_idx,token_str,count
13296,3434,list,100
13297,2512, See,100
13298,191,,9
13299,248, a,11
13300,65,_,100
13301,248, a,8
13302,2214, team,100
13303,1015, different,100
13304,191,,8
13305,191,,8
13306,1369, import,100
13307,7711,rine,7
13308,191,,8
13309,191,,8
13310,95,},100
13311,191,,11
13312,248, a,10
13313,254, the,25
13314,1599, Cl,100
13315,248, a,7
13316,7904, African,93
13317,191,,6
13318,191,,9
13319,191,,13
13320,314, (,27
13321,1330, small,100
13322,191,,13
13323,191,,13
13324,4105, parts,4
13325,2614,www,8
13326,1732, Ar,100
13327,191,,9
13328,191,,10
13329,3816, unit,21
13330,191,,8
13331,248, a,7
13332,3682, und,100
13333,34406,"

",7
13334,191,,8
13335,248, a,13
13336,191,,10
13337,6710, Frank,100
13338,18,0,40
13339,2642, disease,78
13340,248, a,7
13341,248, a,13
13342,191,,7
13343,1218, read,100
13344,191,,9
13345,28933, '.,8
13346,191,,11
13347,191,,12
13348,248, a,6
13349,191,,10
13350,191,,12
13351,3471, sound,100
13352,28455, Azure,5
13353,191,,8
13354,248, a,8
13355,248, a,10
13356,248, a,8
13357,26089,"),(",44
13358,282, to,100
13359,8808, sed,5
13360,248, a,100
13361,3320, wrong,100
13362,4645, resulting,100
13363,191,,7
13364,191,,11
13365,2363, development,100
13366,3124, City,100
13367,534,"

",8
13368,191,,11
13369,191,,8
13370,191,,13
13371,2614,www,8
13372,1230,–,100
13373,4269, worth,100
13374,2517, content,100
13375,191,,9
13376,34406,"

",9
13377,248, a,7
13378,5838, eat,75
13379,191,,7
13380,17247, Tag,10
13381,15,-,67
13382,477,"
   ",6
13383,191,,8
13384,191,,8
13385,3563, sort,100
13386,15,-,100
13387,248, a,7
13388,191,,10
13389,28933, '.,7
13390,390, or,100
13391,191,,8
13392,286, and,79
13393,286, and,48
13394,248, a,6
13395,191,,9
13396,191,,11
13397,248, a,7
13398,248, a,9
13399,594,ally,100
13400,191,,11
13401,1181, much,23
13402,191,,5
13403,191,,14
13404,5770, distributed,100
13405,15,-,39
13406,248, a,12
13407,191,,8
13408,24958, �,68
13409,18,0,100
13410,534,"

",7
13411,191,,14
13412,191,,11
13413,2614,www,7
13414,248, a,11
13415,3026, environment,100
13416,191,,7
13417,191,,12
13418,248, a,8
13419,254, the,100
13420,248, a,11
13421,191,,6
13422,534,"

",7
13423,248, a,7
13424,191,,9
13425,286, and,83
13426,248, a,9
13427,1834, Ex,100
13428,534,"

",7
13429,3856, speak,100
13430,191,,9
13431,191,,8
13432,12166,bold,13
13433,7410, Mer,100
13434,191,,11
13435,191,,9
13436,34406,"

",10
13437,1427, New,8
13438,3792, President,95
13439,191,,9
13440,22191,################################,10
13441,191,,10
13442,1450, head,100
13443,191,,8
13444,191,,10
13445,191,,9
13446,248, a,10
13447,3270, print,100
13448,191,,8
13449,534,"

",10
13450,282, to,100
13451,961, want,8
13452,2614,www,8
13453,85,s,100
13454,191,,14
13455,191,,8
13456,28,:,100
13457,191,,9
13458,18368, params,63
13459,15,-,100
13460,743, new,100
13461,2141, Or,100
13462,248, a,13
13463,1358,"',",67
13464,2614,www,7
13465,40113, django,100
13466,191,,7
13467,248, a,9
13468,191,,6
13469,358,ab,23
13470,191,,8
13471,2475, measure,85
13472,248, a,10
13473,12052, nit,12
13474,286, and,89
13475,3290, provides,8
13476,6338, Bel,100
13477,191,,6
13478,191,,10
13479,191,,10
13480,12191,Op,5
13481,15,-,100
13482,191,,11
13483,191,,9
13484,34406,"

",8
13485,24051,.__,100
13486,534,"

",7
13487,34406,"

",7
13488,621, app,8
13489,210, ,100
13490,5976, north,47
13491,191,,11
13492,750, He,19
13493,34406,"

",10
13494,45,K,100
13495,191,,9
13496,191,,6
13497,191,,9
13498,15,-,100
13499,191,,12
13500,191,,8
13501,191,,9
13502,7954, [],100
13503,191,,8
13504,191,,10
13505,4590, goal,100
13506,191,,17
13507,191,,8
13508,534,"

",9
13509,191,,7
13510,13431, atomic,11
13511,191,,10
13512,4813, hour,99
13513,191,,9
13514,534,"

",8
13515,248, a,7
13516,191,,8
13517,191,,5
13518,191,,11
13519,5094, cast,100
13520,42979, showc,35
13521,534,"

",8
13522,11383, SQL,100
13523,248, a,12
13524,1042, does,100
13525,2614,www,8
13526,26978,取,6
13527,191,,10
13528,3609, training,12
13529,8343,png,74
13530,534,"

",9
13531,191,,12
13532,2758, city,100
13533,279, m,100
13534,388, H,100
13535,248, a,93
13536,282, to,100
13537,6145, News,79
13538,191,,9
13539,248, a,11
13540,34406,"

",8
13541,5018, Paul,100
13542,248, a,8
13543,254, the,7
13544,3789, ST,100
13545,26,8,10
13546,191,,5
13547,191,,7
13548,1298,NA,100
13549,20816, metadata,8
13550,105,�,11
13551,248, a,12
13552,248, a,7
13553,274, of,100
13554,191,,11
13555,248, a,7
13556,684, ',100
13557,248, a,9
13558,2725, device,95
13559,6398, Tra,64
13560,1404,aj,100
13561,5817, https,100
13562,8870, Software,20
13563,752, acc,100
13564,248, a,10
13565,11836, {},100
13566,14112,€,51
13567,2640, With,89
13568,191,,9
13569,191,,11
13570,84,r,9
13571,755, pe,5
13572,248, a,19
13573,4,"""",100
13574,191,,11
13575,274, of,100
13576,34406,"

",10
13577,9606,Find,52
13578,191,,10
13579,16,.,6
13580,3165, anti,100
13581,248, a,12
13582,248, a,11
13583,191,,12
13584,358,ab,100
13585,3278, average,100
13586,248, a,13
13587,248, a,10
13588,191,,7
13589,445,ren,100
13590,191,,11
13591,34406,"

",10
13592,267,an,19
13593,809,ug,100
13594,3435, coming,100
13595,34406,"

",10
13596,248, a,9
13597,4524, military,100
13598,1502, Wh,100
13599,3978, Phys,71
13600,191,,11
13601,191,,7
13602,534,"

",6
13603,18605,Syn,50
13604,21435, parser,100
13605,829,ont,100
13606,248, a,6
13607,18,0,20
13608,462,og,25
13609,6191, pool,59
13610,7147,dir,100
13611,191,,11
13612,4042, suit,100
13613,3135, page,100
13614,191,,6
13615,248, a,10
13616,191,,7
13617,534,"

",9
13618,248, a,8
13619,5742, opening,100
13620,426, =,24
13621,191,,9
13622,191,,11
13623,15514, ’,80
13624,191,,10
13625,248, a,7
13626,191,,9
13627,769, “,82
13628,2614,www,8
13629,2614,www,8
13630,1225, present,100
13631,248, a,12
13632,14,",",72
13633,191,,9
13634,276, in,100
13635,248, a,14
13636,248, a,7
13637,9199, Christmas,96
13638,191,,8
13639,534,"

",8
13640,8166, Bet,49
13641,191,,14
13642,2614,www,8
13643,191,,10
13644,536,..,100
13645,1056, test,100
13646,248, a,16
13647,5300, severe,80
13648,191,,9
13649,16,.,100
13650,248, a,7
13651,626, there,100
13652,34249,OBJECT,31
13653,191,,8
13654,191,,10
13655,191,,7
13656,248, a,7
13657,20298, ctx,7
13658,2614,www,8
13659,191,,8
13660,5145, labor,93
13661,248, a,8
13662,191,,11
13663,191,,12
13664,1740, object,100
13665,191,,13
13666,484,up,100
13667,34406,"

",8
13668,191,,10
13669,3193,PS,100
13670,534,"

",8
13671,191,,9
13672,426, =,50
13673,534,"

",9
13674,1381, ed,100
13675,7363, budget,100
13676,7969, employee,12
13677,341, y,100
13678,191,,10
13679,2871, fall,92
13680,20298, ctx,8
13681,191,,11
13682,191,,14
13683,191,,10
13684,191,,9
13685,65,_,100
13686,534,"

",8
13687,248, a,8
13688,248, a,100
13689,483,out,8
13690,17956,ktop,8
13691,534,"

",9
13692,90,x,22
13693,16,.,100
13694,15,-,100
13695,191,,9
13696,248, a,19
13697,191,,10
13698,31,=,100
13699,248, a,16
13700,248, a,6
13701,21,3,42
13702,14714, fishing,4
13703,191,,6
13704,34406,"

",12
13705,534,"

",8
13706,7158, sweet,100
13707,248, a,9
13708,191,,10
13709,2063, code,8
13710,15,-,100
13711,3732, friends,100
13712,2614,www,6
13713,383,est,32
13714,191,,10
13715,248, a,7
13716,191,,9
13717,642, other,100
13718,2234, Mr,97
13719,248, a,13
13720,6158, peace,100
13721,14,",",22
13722,191,,9
13723,534,"

",9
13724,5813,'.,93
13725,191,,6
13726,142,�,100
13727,671, time,100
13728,248, a,8
13729,2614,www,6
13730,248, a,6
13731,191,,11
13732,12841, governing,8
13733,2614,www,7
13734,248, a,10
13735,1891,ung,100
13736,248, a,7
13737,34406,"

",8
13738,1008,ful,100
13739,248, a,11
13740,248, a,11
13741,534,"

",7
13742,3994, treated,60
13743,191,,9
13744,2614,www,8
13745,2614,www,8
13746,191,,6
13747,534,"

",7
13748,191,,8
13749,248, a,10
13750,1076, return,100
13751,191,,10
13752,20,2,40
13753,191,,8
13754,191,,10
13755,191,,10
13756,258,en,54
13757,191,,7
13758,248, a,15
13759,513, do,100
13760,34406,"

",8
13761,248, a,10
13762,191,,9
13763,286, and,97
13764,61,[,7
13765,15,-,22
13766,17059,rand,22
13767,191,,8
13768,191,,9
13769,46410, ':,100
13770,44438,".""""""",100
13771,9097,obj,24
13772,282, to,100
13773,248, a,12
13774,19,1,65
13775,34406,"

",8
13776,9776, Royal,100
13777,248, a,7
13778,13815, wider,58
13779,191,,7
13780,191,,9
13781,438,ud,100
13782,750, He,100
13783,191,,7
13784,9493, Ram,66
13785,1889,ask,51
13786,191,,10
13787,615, their,4
13788,248, a,6
13789,248, a,13
13790,248, a,13
13791,3310, media,100
13792,191,,8
13793,34406,"

",11
13794,191,,10
13795,191,,13
13796,282, to,100
13797,191,,8
13798,255,er,100
13799,191,,12
13800,5351, communication,100
13801,2614,www,6
13802,191,,6
13803,191,,8
13804,2614,www,8
13805,191,,15
13806,13103, Place,17
13807,248, a,13
13808,10274, Amazon,100
13809,191,,11
13810,0,<|EOS|>,100
13811,191,,10
13812,3570, avoid,100
13813,13897, appointment,100
13814,390, or,100
13815,191,,9
13816,2614,www,8
13817,191,,7
13818,191,,10
13819,191,,9
13820,2614,www,8
13821,34239,rieved,41
13822,191,,10
13823,31977,???,59
13824,274, of,13
13825,20298, ctx,7
13826,2290,key,100
13827,6234, street,100
13828,802, year,65
13829,191,,13
13830,34406,"

",15
13831,191,,10
13832,248, a,20
13833,16,.,20
13834,3066,based,100
13835,248, a,10
13836,248, a,10
13837,191,,13
13838,191,,13
13839,188,"
",94
13840,191,,7
13841,248, a,10
13842,1939, Gr,100
13843,16,.,13
13844,587, will,9
13845,191,,9
13846,2614,www,8
13847,191,,9
13848,191,,6
13849,749, said,100
13850,248, a,16
13851,275,ar,9
13852,28,:,100
13853,534,"

",7
13854,34406,"

",7
13855,191,,12
13856,422,ive,8
13857,34406,"

",9
13858,11479, inspired,66
13859,248, a,7
13860,980, end,100
13861,1619, place,100
13862,7831, flav,54
13863,311, is,62
13864,2614,www,7
13865,191,,10
13866,191,,10
13867,20298, ctx,8
13868,3944, clean,100
13869,191,,16
13870,248, a,8
13871,713, into,59
13872,191,,10
13873,568,ations,19
13874,28933, '.,7
13875,5991, Port,100
13876,248, a,6
13877,3515, null,100
13878,191,,9
13879,191,,6
13880,802, year,28
13881,191,,10
13882,34406,"

",9
13883,34406,"

",10
13884,248, a,9
13885,248, a,9
13886,191,,9
13887,61,[,83
13888,534,"

",7
13889,34406,"

",8
13890,65,_,7
13891,6329, insurance,100
13892,2722, close,100
13893,248, a,10
13894,191,,9
13895,191,,9
13896,191,,12
13897,191,,9
13898,3971, relative,100
13899,191,,10
13900,191,,10
13901,191,,12
13902,248, a,7
13903,62,\,100
13904,191,,7
13905,191,,7
13906,390, or,51
13907,19,1,43
13908,191,,10
13909,7325, fill,100
13910,191,,10
13911,75,i,100
13912,432, from,100
13913,191,,10
13914,248, a,6
13915,3220, Pres,100
13916,8474, YOU,35
13917,191,,6
13918,191,,10
13919,5605, mg,59
13920,4113,map,100
13921,13783, math,8
13922,191,,9
13923,1663, come,100
13924,534,"

",8
13925,248, a,9
13926,191,,7
13927,324, for,100
13928,254, the,4
13929,3327, music,100
13930,65,_,100
13931,191,,11
13932,34406,"

",9
13933,20298, ctx,6
13934,248, a,9
13935,5,#,100
13936,4461, String,26
13937,191,,9
13938,191,,14
13939,191,,9
13940,11959, Hor,48
13941,188,"
",67
13942,534,"

",7
13943,534,"

",8
13944,2056, sure,37
13945,9431,"""]",100
13946,3117, false,100
13947,191,,8
13948,30343, tagged,100
13949,534,"

",10
13950,248, a,8
13951,12352, shopping,100
13952,1144, che,5
13953,804, def,100
13954,3023,IP,100
13955,191,,10
13956,191,,12
13957,248, a,10
13958,34406,"

",6
13959,191,,9
13960,191,,8
13961,191,,15
13962,248, a,9
13963,2815, related,100
13964,24692, redistribute,23
13965,2341, State,100
13966,9773, iter,35
13967,191,,8
13968,2012,(',100
13969,17260,stock,6
13970,191,,8
13971,10,(,100
13972,65,_,100
13973,191,,10
13974,5698, digital,100
13975,191,,12
13976,26978,取,7
13977,191,,10
13978,609,ry,100
13979,417, not,100
13980,457,’,100
13981,191,,11
13982,12659,forms,100
13983,248, a,6
13984,248, a,13
13985,570,ia,100
13986,5851, income,12
13987,2480,iter,100
13988,191,,9
13989,311, is,89
13990,191,,7
13991,282, to,100
13992,934, cor,100
13993,248, a,6
13994,248, a,8
13995,248, a,10
13996,248, a,10
13997,191,,9
13998,191,,10
13999,9956, Play,10
14000,248, a,6
14001,191,,8
14002,4602, staff,100
14003,1284, br,100
14004,191,,11
14005,248, a,9
14006,2614,www,8
14007,28933, '.,8
14008,2614,www,8
14009,191,,8
14010,28235,�,26
14011,5588, kids,64
14012,289, h,100
14013,191,,13
14014,2614,www,7
14015,34406,"

",10
14016,28,:,23
14017,191,,10
14018,191,,10
14019,248, a,57
14020,368, you,6
14021,191,,14
14022,22191,################################,16
14023,6108, �,64
14024,191,,8
14025,18057,Global,11
14026,534,"

",8
14027,2614,www,8
14028,4022, global,100
14029,286, and,98
14030,191,,8
14031,191,,12
14032,4514,lib,64
14033,11,),100
14034,22450,logger,37
14035,883, i,18
14036,2614,www,8
14037,248, a,8
14038,534,"

",8
14039,13009, glob,35
14040,191,,7
14041,191,,9
14042,254, the,100
14043,3291,'),60
14044,191,,6
14045,472,ard,16
14046,1374,EN,100
14047,191,,9
14048,426, =,100
14049,248, a,10
14050,191,,9
14051,191,,13
14052,191,,10
14053,248, a,9
14054,534,"

",7
14055,191,,10
14056,12573,params,30
14057,191,,11
14058,534,"

",8
14059,10767, southern,57
14060,248, a,8
14061,7161, stick,100
14062,34406,"

",8
14063,1554,name,40
14064,7691, partial,100
14065,191,,10
14066,534,"

",6
14067,501, res,100
14068,13962, chocolate,100
14069,65,_,70
14070,191,,7
14071,573, had,100
14072,567,"=""",86
14073,476, can,97
14074,15765, ----------,100
14075,426, =,11
14076,191,,11
14077,10974, Pass,100
14078,191,,11
14079,534,"

",8
14080,191,,7
14081,1111,—,100
14082,191,,6
14083,613,ite,21
14084,922, num,27
14085,1196, @,100
14086,248, a,12
14087,15,-,100
14088,82,p,100
14089,9865, regulations,55
14090,191,,9
14091,328, on,100
14092,191,,10
14093,2614,www,8
14094,191,,10
14095,248, a,8
14096,6750, skills,100
14097,191,,5
14098,191,,9
14099,286, and,99
14100,2055, move,80
14101,1141, think,91
14102,25997,Static,39
14103,22191,################################,11
14104,191,,7
14105,3845, First,74
14106,34406,"

",10
14107,191,,8
14108,191,,9
14109,248, a,11
14110,2614,www,7
14111,191,,7
14112,191,,6
14113,248, a,11
14114,191,,11
14115,191,,12
14116,2614,www,7
14117,5574, stock,100
14118,478,iz,100
14119,248, a,10
14120,191,,10
14121,191,,6
14122,248, a,11
14123,2614,www,8
14124,49,O,21
14125,4713, brief,100
14126,191,,9
14127,191,,19
14128,59,Y,100
14129,286, and,87
14130,28933, '.,7
14131,191,,11
14132,248, a,10
14133,286, and,6
14134,248, a,7
14135,191,,10
14136,2525, user,100
14137,191,,12
14138,10192, exit,17
14139,248, a,12
14140,18,0,54
14141,191,,15
14142,191,,9
14143,10330,"','",97
14144,248, a,8
14145,15,-,85
14146,21651,created,6
14147,168,�,100
14148,3575, watch,100
14149,16,.,100
14150,12596, Nic,62
14151,24851,Posted,55
14152,25,7,23
14153,34406,"

",7
14154,14,",",100
14155,191,,10
14156,374, 2,85
14157,34406,"

",9
14158,191,,9
14159,248, a,8
14160,11556, Saint,100
14161,248, a,8
14162,2614,www,8
14163,14,",",8
14164,191,,9
14165,282, to,100
14166,2614,www,8
14167,191,,10
14168,282, to,100
14169,16217,行,10
14170,191,,6
14171,7311,ет,8
14172,191,,15
14173,34406,"

",9
14174,11,),37
14175,254, the,99
14176,191,,11
14177,191,,8
14178,191,,14
14179,248, a,9
14180,22191,################################,13
14181,394,th,100
14182,1090, years,100
14183,1860, To,100
14184,191,,10
14185,2949, performance,100
14186,4759, fields,100
14187,191,,12
14188,2614,www,8
14189,34406,"

",11
14190,191,,10
14191,28933, '.,7
14192,2614,www,8
14193,2135, major,100
14194,34406,"

",7
14195,18,0,22
14196,1755, better,24
14197,8369, locations,20
14198,248, a,8
14199,191,,8
14200,191,,10
14201,191,,8
14202,22191,################################,16
14203,1269, without,100
14204,6098, Tom,94
14205,191,,12
14206,191,,10
14207,286, and,80
14208,34406,"

",13
14209,1212,We,100
14210,191,,10
14211,191,,9
14212,191,,7
14213,248, a,6
14214,16853, agricultural,64
14215,248, a,9
14216,34406,"

",10
14217,4260, federal,59
14218,4059, row,96
14219,1582, never,100
14220,3748, town,100
14221,191,,8
14222,191,,12
14223,3148, everything,100
14224,191,,8
14225,256,at,53
14226,248, a,8
14227,10087, unw,72
14228,248, a,9
14229,1665, light,23
14230,2008, times,100
14231,665, any,100
14232,684, ',95
14233,3673, usually,15
14234,1172,yl,23
14235,534,"

",8
14236,248, a,11
14237,7514, Times,7
14238,248, a,9
14239,2623, multiple,68
14240,248, a,9
14241,286, and,35
14242,26978,取,6
14243,191,,13
14244,34406,"

",14
14245,191,,11
14246,191,,9
14247,18432,Meanwhile,42
14248,191,,16
14249,27825, COPYRIGHT,19
14250,191,,16
14251,2614,www,7
14252,191,,12
14253,8841, homes,100
14254,248, a,11
14255,191,,8
14256,2614,www,8
14257,2614,www,8
14258,534,"

",10
14259,2614,www,8
14260,191,,10
14261,248, a,100
14262,3223, win,100
14263,191,,6
14264,254, the,21
14265,26660, renewable,14
14266,191,,6
14267,2739, er,100
14268,2137,data,100
14269,15,-,19
14270,7184, UN,100
14271,669, also,61
14272,534,"

",8
14273,17,/,100
14274,14,",",8
14275,24444, ·,37
14276,26978,取,6
14277,248, a,13
14278,2342, house,100
14279,282, to,100
14280,34406,"

",10
14281,282, to,100
14282,311, is,99
14283,191,,6
14284,191,,8
14285,10147, Real,100
14286,248, a,6
14287,191,,11
14288,191,,20
14289,191,,7
14290,191,,18
14291,534,"

",7
14292,2056, sure,100
14293,534,"

",8
14294,79,m,100
14295,191,,12
14296,9243, historical,100
14297,7935, investment,100
14298,9138, wonderful,11
14299,5937, covered,100
14300,15818, salary,6
14301,12424, Cond,83
14302,248, a,6
14303,191,,11
14304,191,,11
14305,248, a,7
14306,8756, emotional,100
14307,248, a,10
14308,248, a,9
14309,248, a,8
14310,534,"

",7
14311,4603, fully,100
14312,191,,8
14313,477,"
   ",57
14314,191,,9
14315,5431, Most,66
14316,1903, free,100
14317,18,0,59
14318,2156, often,100
14319,248, a,9
14320,191,,13
14321,1811,IC,18
14322,248, a,11
14323,191,,11
14324,248, a,8
14325,479, me,42
14326,310, I,98
14327,191,,7
14328,28933, '.,8
14329,25,7,24
14330,191,,11
14331,391, r,100
14332,286, and,97
14333,1039, min,100
14334,2511, section,100
14335,2614,www,7
14336,248, a,9
14337,254, the,100
14338,248, a,7
14339,534,"

",8
14340,191,,7
14341,248, a,11
14342,248, a,7
14343,248, a,10
14344,191,,11
14345,2614,www,8
14346,2614,www,8
14347,191,,10
14348,13729, json,100
14349,1847, expect,100
14350,34406,"

",8
14351,248, a,10
14352,248, a,10
14353,248, a,12
14354,3802, article,22
14355,2543, third,98
14356,191,,10
14357,191,,9
14358,329,un,100
14359,282, to,100
14360,18,0,36
14361,191,,9
14362,24444, ·,47
14363,248, a,8
14364,2614,www,8
14365,40818, uk,5
14366,191,,12
14367,2614,www,8
14368,5346, responsible,100
14369,633, your,38
14370,7034, Book,13
14371,248, a,12
14372,248, a,12
14373,248, a,6
14374,3545, Des,100
14375,191,,7
14376,16828, Ide,48
14377,2336, log,15
14378,191,,11
14379,276, in,100
14380,191,,10
14381,248, a,6
14382,593, so,100
14383,191,,10
14384,191,,10
14385,374, 2,100
14386,191,,9
14387,10572, plates,19
14388,2012,(',99
14389,248, a,12
14390,4031, Ser,96
14391,191,,11
14392,191,,11
14393,191,,8
14394,248, a,13
14395,5224, item,9
14396,1410,not,100
14397,191,,11
14398,2117, told,99
14399,191,,11
14400,191,,10
14401,306, g,100
14402,353, it,12
14403,191,,8
14404,504,ide,100
14405,191,,10
14406,248, a,10
14407,248, a,8
14408,191,,12
14409,248, a,8
14410,254, the,5
14411,286, and,72
14412,248, a,11
14413,248, a,8
14414,248, a,9
14415,2738, occur,100
14416,380, The,100
14417,191,,11
14418,191,,7
14419,191,,8
14420,254, the,87
14421,254, the,100
14422,191,,12
14423,191,,8
14424,13424, Prom,98
14425,28933, '.,7
14426,34406,"

",8
14427,534,"

",8
14428,191,,11
14429,13114,replace,100
14430,34406,"

",9
14431,191,,12
14432,191,,12
14433,1551,"(""",97
14434,22191,################################,17
14435,191,,17
14436,371,qu,100
14437,6086, Day,100
14438,534,"

",9
14439,8177,Thank,92
14440,191,,10
14441,191,,10
14442,191,,10
14443,2614,www,8
14444,286, and,100
14445,191,,19
14446,191,,7
14447,603, if,17
14448,191,,10
14449,12639,SELECT,100
14450,191,,9
14451,34406,"

",11
14452,274, of,99
14453,248, a,14
14454,191,,8
14455,191,,8
14456,191,,15
14457,34406,"

",13
14458,926,"
           ",100
14459,248, a,9
14460,191,,12
14461,191,,13
14462,2063, code,100
14463,191,,10
14464,38577,Foreign,100
14465,248, a,7
14466,191,,7
14467,4664,Key,100
14468,2614,www,7
14469,247, t,89
14470,2241, talk,100
14471,248, a,10
14472,34406,"

",10
14473,7638, axis,100
14474,248, a,9
14475,191,,11
14476,191,,9
14477,2614,www,9
14478,6765, chair,66
14479,248, a,7
14480,34406,"

",9
14481,273,ing,100
14482,191,,11
14483,1014,sc,28
14484,248, a,8
14485,191,,9
14486,191,,16
14487,248, a,10
14488,534,"

",9
14489,191,,10
14490,534,"

",8
14491,248, a,9
14492,2614,www,8
14493,191,,13
14494,19517, PURPOSE,35
14495,34406,"

",9
14496,191,,8
14497,34406,"

",13
14498,16360,nik,11
14499,191,,12
14500,11800, Prime,62
14501,2614,www,8
14502,191,,10
14503,2614,www,8
14504,191,,10
14505,248, a,8
14506,360, we,53
14507,282, to,100
14508,248, a,8
14509,191,,11
14510,191,,10
14511,240,�,18
14512,191,,8
14513,5310,db,100
14514,191,,10
14515,14,",",86
14516,3191, stay,100
14517,191,,6
14518,34406,"

",10
14519,248, a,11
14520,191,,12
14521,7726, fundamental,4
14522,191,,12
14523,191,,10
14524,191,,9
14525,16,.,100
14526,191,,11
14527,2479, research,100
14528,191,,11
14529,187,	,100
14530,4619, throughout,100
14531,191,,8
14532,15,-,100
14533,191,,12
14534,2157,ns,100
14535,34406,"

",13
14536,191,,9
14537,9592, quad,72
14538,191,,13
14539,191,,7
14540,8577, stone,100
14541,191,,8
14542,5675, football,62
14543,2408, include,99
14544,17956,ktop,10
14545,1017, high,5
14546,513, do,100
14547,28933, '.,7
14548,191,,6
14549,1623, really,100
14550,248, a,7
14551,191,,7
14552,2614,www,7
14553,2150, design,100
14554,248, a,8
14555,272, an,100
14556,327, that,9
14557,191,,9
14558,191,,16
14559,34406,"

",11
14560,282, to,100
14561,191,,10
14562,2614,www,7
14563,3541, answer,100
14564,258,en,18
14565,2614,www,8
14566,191,,10
14567,276, in,7
14568,4903, economic,100
14569,1238,ven,100
14570,191,,10
14571,534,"

",9
14572,248, a,6
14573,34406,"

",11
14574,2614,www,8
14575,191,,5
14576,10386, Ha,93
14577,248, a,6
14578,2614,www,8
14579,1603, few,100
14580,534,"

",11
14581,191,,8
14582,8899, marketing,100
14583,34406,"

",12
14584,248, a,10
14585,684, ',100
14586,18158, Meg,52
14587,291,ent,74
14588,16,.,95
14589,248, a,17
14590,191,,11
14591,248, a,8
14592,2614,www,8
14593,1359, count,100
14594,5103, tend,100
14595,191,,9
14596,1735, analysis,4
14597,6546, Ret,100
14598,248, a,9
14599,357,ag,100
14600,534,"

",7
14601,248, a,6
14602,282, to,8
14603,867, set,48
14604,191,,8
14605,310, I,99
14606,248, a,9
14607,191,,11
14608,2614,www,7
14609,1358,"',",90
14610,38052,参,30
14611,248, a,11
14612,534,"

",9
14613,248, a,7
14614,191,,13
14615,191,,9
14616,191,,8
14617,248, a,6
14618,16,.,49
14619,375,os,100
14620,191,,10
14621,13743, corn,90
14622,28332,iq,9
14623,27192, redd,70
14624,31311,"""""""",100
14625,191,,10
14626,2614,www,8
14627,248, a,11
14628,248, a,6
14629,191,,10
14630,248, a,11
14631,191,,10
14632,324, for,67
14633,15,-,100
14634,191,,10
14635,28933, '.,7
14636,427, N,100
14637,26632, Happy,59
14638,191,,10
14639,34406,"

",10
14640,248, a,8
14641,12217, breakfast,11
14642,191,,11
14643,34406,"

",10
14644,4566, activities,100
14645,843, how,100
14646,534,"

",9
14647,191,,15
14648,191,,10
14649,191,,7
14650,191,,15
14651,248, a,9
14652,191,,8
14653,248, a,7
14654,775, him,28
14655,248, a,8
14656,43343,SOL,12
14657,6,$,100
14658,5798,house,100
14659,587, will,99
14660,191,,9
14661,4360, option,100
14662,13714, bedroom,33
14663,2614,www,8
14664,693,ric,100
14665,191,,9
14666,16795," ""%",100
14667,191,,9
14668,4237, King,100
14669,191,,12
14670,191,,9
14671,22191,################################,48
14672,191,,11
14673,383,est,23
14674,801, first,98
14675,248, a,6
14676,191,,11
14677,2066, available,100
14678,10,(,37
14679,713, into,100
14680,13575,join,100
14681,1841, possible,43
14682,2614,www,8
14683,191,,8
14684,1612, little,100
14685,191,,9
14686,3596, basis,100
14687,300, e,100
14688,1600,н,47
14689,191,,7
14690,191,,9
14691,254, the,100
14692,6649, college,100
14693,477,"
   ",63
14694,3038, itself,10
14695,258,en,30
14696,293,et,5
14697,2523,time,13
14698,191,,7
14699,428, -,88
14700,248, a,10
14701,439, sh,100
14702,34406,"

",9
14703,191,,8
14704,368, you,78
14705,22191,################################,12
14706,248, a,8
14707,8043,Hey,55
14708,3408, stop,100
14709,16,.,100
14710,34406,"

",8
14711,534,"

",8
14712,899,ize,100
14713,191,,11
14714,248, a,8
14715,248, a,15
14716,2614,www,7
14717,254, the,6
14718,2614,www,8
14719,191,,10
14720,248, a,13
14721,191,,7
14722,11555, sys,100
14723,29,;,100
14724,191,,9
14725,191,,9
14726,2614,www,7
14727,248, a,10
14728,191,,9
14729,248, a,6
14730,254, the,100
14731,191,,6
14732,248, a,10
14733,191,,7
14734,282, to,100
14735,36,B,100
14736,248, a,8
14737,191,,9
14738,191,,7
14739,248, a,13
14740,109,�,19
14741,19292, Berg,7
14742,191,,8
14743,191,,12
14744,191,,6
14745,282, to,54
14746,254, the,10
14747,248, a,10
14748,286, and,90
14749,872, need,100
14750,191,,8
14751,10377, lights,24
14752,191,,9
14753,248, a,6
14754,16,.,100
14755,985,""",",6
14756,191,,11
14757,191,,23
14758,374, 2,14
14759,28933, '.,9
14760,2614,www,8
14761,324, for,7
14762,34406,"

",8
14763,2443, issue,100
14764,191,,8
14765,576, 4,11
14766,191,,9
14767,191,,6
14768,3555, deep,100
14769,248, a,14
14770,1054,riv,11
14771,191,,15
14772,191,,10
14773,2614,www,8
14774,34406,"

",11
14775,191,,11
14776,2350, went,100
14777,1169,ason,13
14778,248, a,13
14779,254, the,100
14780,6425, aware,92
14781,191,,7
14782,2614,www,8
14783,191,,17
