,top_token,precision,recall,f1
0,248,0.12999365884590997,0.0016612641815235008,0.003280603631068116
1,191,0.03198458574181118,0.00861085174810665,0.013568742847801211
2,191,0.020802377414561663,0.007262164124909223,0.01076591817902184
3,17371,0.01303128666200199,1.0,0.025727313328971015
4,191,0.031208499335989376,0.004876024483867621,0.008434275459847465
5,3184,0.0031896959479946153,0.14808558558558557,0.006244880029443541
6,2101,0.012996141124586549,1.0,0.025658816646939583
7,310,0.09230167843443844,0.29369922649356706,0.14046045599457194
8,11865,0.07249895102799257,1.0,0.13519631130361884
9,283,0.0036096499183747507,0.08566508824795523,0.006927401528205665
10,337,0.021168697567266036,1.0,0.04145974630381112
11,34406,0.016816143497757848,0.08348794063079777,0.027993779160186624
12,91,0.0034974452569416247,0.048207458303319115,0.006521739130434782
13,191,0.021124239169351952,0.006120966905280631,0.009491634491634492
14,248,0.10361575822989746,0.0015559157212317665,0.003065794831261527
15,191,0.027757487216946677,0.007884635335615727,0.012280843500040398
16,191,0.02100962941348118,0.007469654528478058,0.011020970457676412
17,8350,0.0029031297558393438,1.0,0.005789451981361594
18,191,0.016306408797876374,0.004461043676729951,0.007005539263603779
19,191,0.017642117054046485,0.006535947712418301,0.009538228614685843
20,248,0.08626808626808627,0.0025607779578606157,0.004973910579791127
21,254,0.3191143308373471,0.2890871624771782,0.3033595195724554
22,191,0.026889040163376447,0.00819587094096898,0.012562614295937026
23,191,0.037809187279151946,0.011100736590932669,0.017162563156628438
24,4507,0.0001865453682104081,0.31781701444622795,0.0003728718761387423
25,7828,0.00496619545175169,1.0,0.00988330846197128
26,248,0.10071428571428571,0.0011426256077795786,0.0022596153846153847
27,5098,0.006137500644695446,1.0,0.012200123026450686
28,191,0.023649980291683092,0.006224712107065048,0.00985545335085414
29,28,0.15810842428329594,0.044054147332898724,0.06890822333990144
30,378,0.1801734498327216,1.0,0.3053338470853746
31,561,0.13019006070960065,0.6422605162164196,0.21649523761208417
32,248,0.0992982456140351,0.002293354943273906,0.004483168316831684
33,191,0.034103827207275485,0.009337068160597572,0.014660368138133246
34,248,0.08044901777362021,0.0013938411669367908,0.0027402061527186986
35,191,0.017699115044247787,0.003734827264239029,0.006168080185042405
36,15,0.12761685457940775,0.08409122449923671,0.10137976420197872
37,3646,0.01270243700522585,1.0,0.025086217907778773
38,11811,0.0022764650678758257,1.0,0.0045425890903697105
39,2614,0.005322294500295683,0.0025884383088869713,0.00348297213622291
40,191,0.0162813415825464,0.005187260089220874,0.007867820613690008
41,347,0.005532812224713593,0.13310984545989066,0.010624028599705682
42,191,0.01988984088127295,0.006743438115987136,0.010072053924227165
43,248,0.08697068403908795,0.0021636952998379255,0.004222345220210327
44,26978,0.015151515151515152,0.14937759336099585,0.027512418800152847
45,43336,0.0001979501165706242,0.9090909090909091,0.00039581404656092566
46,191,0.020283018867924527,0.004461043676729951,0.007313547070329109
47,191,0.017897727272727273,0.006535947712418301,0.009575195683562581
48,248,0.09302325581395349,0.0021717990275526744,0.004244502340019481
49,47211,3.198425192194445e-05,0.9224806201550387,6.396628600455289e-05
50,2292,0.008884044147704048,1.0,0.01761162583398612
51,605,6.0597176990433014e-05,0.1423076923076923,0.0001211427692091096
52,282,0.42491727374526606,0.21459434729564864,0.2851702518418442
53,191,0.02585487906588824,0.009648303765950824,0.014052583862194016
54,191,0.020958083832335328,0.006535947712418301,0.0099644128113879
55,2614,0.00357355568790947,0.003451251078515962,0.0035113386978785663
56,5749,0.17330677290836655,1.0,0.29541595925297115
57,5677,0.0005824761070985628,0.9842209072978304,0.0011642631864763483
58,191,0.020398251578436135,0.004357298474945534,0.00718071465207728
59,906,3.608599489415978e-05,0.24444444444444444,7.216133700525202e-05
60,248,0.1057609630266552,0.001993517017828201,0.003913271717862654
61,65,0.7201931598626179,0.24162945049659082,0.36185441181096195
62,34406,0.026675341574495772,0.07606679035250463,0.0394990366088632
63,8244,0.0030344741287618095,1.0,0.00605058790506191
64,191,0.014225670869705788,0.004564788878514369,0.006911718504555451
65,34406,0.022274325908558032,0.10575139146567718,0.036797934151065206
66,20272,0.007826895740834986,1.0,0.015532222396350276
67,23277,0.001319098066696896,1.0,0.0026347206784405747
68,191,0.0204983922829582,0.005291005291005291,0.008410983755256864
69,7292,0.011245469284069436,1.0,0.022240829997549224
70,191,0.02250308261405672,0.007573399730262475,0.011332764107738882
71,191,0.026700804681784932,0.007573399730262475,0.011799886850400065
72,1034,0.0037810278739161176,0.1672703325650313,0.007394899266332827
73,18,0.7509630235582118,0.46993318485523383,0.5781039255217658
74,22191,0.05113924050632911,0.027954608358704676,0.03614889047959914
75,191,0.028996865203761754,0.007677144932046893,0.012140103354933967
76,14310,0.0058091426448486074,1.0,0.011551182820973456
77,378,0.19885714285714284,0.03136830719307734,0.05418872625350358
78,191,0.02415270744059213,0.006432202510633883,0.010158938227101426
79,31,0.011882631734226403,0.303454585782411,0.02286973367312318
80,2614,0.004636068613815485,0.0028760425654299686,0.003549875754348598
81,191,0.014716187806587245,0.004357298474945534,0.0067237653085728015
82,513,0.027037595665046644,0.2176503653738055,0.04809997639722232
83,3434,0.0006763681082188973,0.009497313891020721,0.0012628034236003927
84,248,0.08103620059780804,0.0019773095623987036,0.003860423539090744
85,34406,0.020507084265473527,0.10204081632653061,0.034150884818379384
86,191,0.02551775147928994,0.0071584189231248055,0.011180426152475087
87,191,0.018065268065268064,0.006432202510633883,0.009486649835513731
88,2614,0.005357142857142857,0.003451251078515962,0.004198005947175092
89,191,0.017493752231345947,0.005083514887436456,0.007877813504823151
90,2614,0.0057859209257473485,0.003451251078515962,0.0043235453071518645
91,282,0.3411870798491556,0.13222473566490442,0.1905882783949882
92,3746,0.021339863564806716,1.0,0.041787977393389276
93,34406,0.024841915085817526,0.10204081632653061,0.03995641118779514
94,433,0.04322065488218791,1.0,0.082860044382593
95,117,0.008665511265164644,0.027700831024930747,0.013201320132013201
96,191,0.019287833827893175,0.005394750492789709,0.008431293068504256
97,191,0.019980970504281638,0.006535947712418301,0.009849906191369606
98,375,0.00825481975820724,0.4045854764187952,0.01617952615358871
99,11140,0.016577981342403934,1.0,0.032615267390530146
100,191,0.02984264785675529,0.0057059860981429605,0.009580212506531962
101,248,0.08932676518883416,0.0022042139384116696,0.004302265807267983
102,61,0.141175151379233,0.06958722999712587,0.0932233510055386
103,191,0.016163035839775124,0.004772279282083204,0.00736884261113336
104,1800,0.0479833848253327,0.6279986124329565,0.08915473847636111
105,191,0.02176541717049577,0.007469654528478058,0.011122267706804667
106,191,0.01549243821468093,0.004357298474945534,0.006801619433198382
107,191,0.03167898627243928,0.006224712107065048,0.010404924997832306
108,353,0.01080415022233334,0.03449848890916348,0.01645497320967172
109,34406,0.024537236332328884,0.10575139146567718,0.039832285115303984
110,8870,0.0020704817605498517,0.04118895966029724,0.003942768880578815
111,34406,0.03392193308550186,0.13543599257884972,0.0542549238201412
112,34406,0.02230347349177331,0.11317254174397032,0.03726328649969456
113,248,0.07188160676532769,0.0019286871961102106,0.0037565799338652524
114,12746,0.0009982601751233565,1.0,0.0019945292910873037
115,191,0.019332161687170474,0.004564788878514369,0.007385648342425514
116,3248,0.04588817775630962,1.0,0.08774968248470154
117,191,0.015249068112504236,0.004668534080298786,0.007148530579825258
118,191,0.017170586039567004,0.004772279282083204,0.007468744926124371
119,191,0.023284313725490197,0.005913476501711796,0.009431620749565649
120,191,0.02130492676431425,0.004979769685652039,0.008072653884964682
121,191,0.025572519083969465,0.006950928519555971,0.010930744758952607
122,621,0.03299334097813185,1.0,0.0638790971234931
123,191,0.02134032197678772,0.005913476501711796,0.009260763606823723
124,2407,0.36167664670658684,0.9773462783171522,0.527972027972028
125,191,0.017391304347826087,0.005187260089220874,0.007991050023973151
126,191,0.016108654453569172,0.005291005291005291,0.007965638422491213
127,3571,0.025897130620300603,1.0,0.050486798037230315
128,3425,0.023455031514039847,1.0,0.045835001620621936
129,15194,0.00016036493128901736,0.5031712473572939,0.0003206276758265593
130,2614,0.006871278057718736,0.004314063848144953,0.00530035335689046
131,1097,0.002665421984203997,1.0,0.005316672791865736
132,534,0.024844720496894408,0.0009617696561673479,0.001851851851851852
133,34406,0.025962399283795883,0.10760667903525047,0.0418319509556437
134,191,0.013476157567380787,0.0040460628695922814,0.00622356977579191
135,191,0.018309859154929577,0.005394750492789709,0.008334001121884767
136,2614,0.0051094890510948905,0.004026459591601955,0.0045037799581791865
137,28933,0.016297262059973925,0.026709401709401708,0.020242914979757085
138,248,0.0963302752293578,0.0017017828200972447,0.003344481605351171
139,14,0.8605233635106577,0.13041862230675244,0.22650825807780792
140,191,0.01784037558685446,0.005913476501711796,0.008882655446470312
141,191,0.017127403846153848,0.005913476501711796,0.008791547775121462
142,282,0.04188798236617735,0.0347765860105734,0.03800245804314768
143,29,0.03709315988519548,0.3942806442806443,0.06780715396578538
144,28933,0.016272189349112426,0.023504273504273504,0.01923076923076923
145,9637,1.3561033124706883e-05,0.5294117647058824,2.712137152775816e-05
146,534,0.013614262560777957,0.001122064598861906,0.0020732550103662755
147,5982,0.0034515324668265607,1.0,0.0068793207347872904
148,5352,0.11320754716981132,0.6172839506172839,0.1913265306122449
149,191,0.02968036529680365,0.005394750492789709,0.009130014924062856
150,248,0.11506276150627615,0.0017828200972447325,0.0035112359550561797
151,2614,0.00436109899694723,0.0028760425654299686,0.0034662045060658577
152,248,0.10632411067193676,0.002179902755267423,0.004272214722464861
153,483,0.0017589040766954214,0.30828583954405964,0.0034978513980213665
154,191,0.013691128148959474,0.005187260089220874,0.0075238883454969525
155,191,0.019806338028169015,0.004668534080298786,0.0075560406347074125
156,34406,0.028062601187263895,0.09647495361781076,0.043478260869565216
157,2614,0.00676730869338886,0.003738855335058959,0.004816598740274175
158,191,0.025841053144807412,0.005498495694574126,0.009067579127459367
159,2614,0.010167768174885612,0.005752085130859937,0.0073475385745775165
160,34406,0.02536997885835095,0.11131725417439703,0.04132231404958677
161,58,0.0020295712475945416,0.05443216553021397,0.0039132327274725
162,191,0.017224569385765356,0.005498495694574126,0.008335954702736709
163,11169,0.04374949364011991,0.9981515711645101,0.0838248990996585
164,248,0.09255079006772009,0.001993517017828201,0.003902965301686525
165,2878,0.01479448954767899,1.0,0.02915760718068796
166,5553,0.0032949458228693647,1.0,0.006568249619092737
167,286,0.7226055594855678,0.4326822256633174,0.5412652774037752
168,34406,0.03260869565217391,0.1391465677179963,0.0528355054596689
169,191,0.018101545253863136,0.004253553273161116,0.006888440860215054
170,534,0.02127659574468085,0.0010152013037322005,0.0019379350791748477
171,191,0.019098548510313215,0.005187260089220874,0.008158603247124092
172,2532,0.12054476963199073,0.5473684210526316,0.19757777250059372
173,191,0.019591836734693877,0.004979769685652039,0.007941103482504756
174,248,0.11295180722891567,0.0018233387358184765,0.0035887456935051677
175,5612,0.3241695303550974,1.0,0.4896193771626298
176,2614,0.006979695431472081,0.0031636468219729654,0.0043538491984959436
177,7925,0.0034368457780879274,1.0,0.006850148651702974
178,191,0.016975308641975308,0.004564788878514369,0.00719483280189682
179,2614,0.004817342432757929,0.003451251078515962,0.004021447721179625
180,313,0.051429594699456814,1.0,0.09782793818763981
181,14,0.04567013298367239,0.027819845183161263,0.034577123596794074
182,248,0.11305952930318412,0.001985413290113452,0.0039022991709605228
183,191,0.025961538461538463,0.0056022408963585435,0.009215803396194214
184,191,0.017998941238750663,0.003527336860670194,0.005898681471200555
185,576,0.03328379703395024,0.353022424439389,0.060832189958838524
186,191,0.016775077028414926,0.005083514887436456,0.007802547770700638
187,10533,0.00014824967752681933,0.6119402985074627,0.0002964275420228216
188,191,0.02459016393442623,0.006224712107065048,0.009934597234870435
189,714,0.0110934070889577,1.0,0.021943387250237867
190,191,0.0184,0.004772279282083204,0.007578877996540077
191,15,0.03738162066110696,0.20553268261090807,0.06325806814444423
192,6330,0.027554241192026617,1.0,0.053630728359530665
193,324,0.014120391687386807,0.045922766256750014,0.021599378484287092
194,246,0.025616437279422744,0.38287124060150374,0.04802003904667183
195,1745,0.011586975652684071,1.0,0.022908510946788457
196,248,0.0903271692745377,0.002058346839546191,0.0040249738535163065
197,3017,0.011208783449834074,1.0,0.02216907849948505
198,4750,0.004278938194702403,1.0,0.00852141378648097
