,top_token,precision,recall,f1
199,248,0.11606632361349342,0.0016450567260940033,0.003244132993471782
200,248,0.3002909478342827,0.059384116693679094,0.09915901571686637
201,16,0.500019291024394,0.19182613356267897,0.27727802741836227
202,889,0.006294720905502586,0.2619538721170073,0.012294017996611884
203,191,0.025386751289170964,0.006639692914202718,0.010526315789473684
204,167,0.022261021388040158,1.0,0.04355251921434672
205,6622,0.004624787553928618,1.0,0.009206994713298089
206,1246,0.22909874761726615,0.637390959555908,0.33705067554285867
207,248,0.5846907070897279,0.05032414910858995,0.09267204393341341
208,276,0.14846570397111913,0.0022248370256160565,0.004383977826932815
209,2215,5.95871524250326e-05,0.3282980866062437,0.00011915267825798054
210,282,0.7307775196954096,0.38783550223668156,0.5067372913017127
211,6235,0.02056966103879366,1.0,0.040310155835627505
212,353,0.5649820006236005,0.5682841991218567,0.5666282887723338
213,191,0.01917211328976035,0.004564788878514369,0.007373889726830903
214,191,0.020134228187919462,0.005291005291005291,0.008379888268156424
215,338,0.15824290783778794,0.8672118708371975,0.26764735219244795
216,248,0.09206586826347306,0.001993517017828201,0.0039025318865410245
217,191,0.022222222222222223,0.00778089013383131,0.01152604887044721
218,248,0.09485251590514748,0.0013290113452188005,0.0026212948237418978
219,5708,0.0009959231819875005,0.8671171171171171,0.001989561262983825
220,191,0.022267799589803693,0.007884635335615727,0.011645724793135151
221,5117,0.0007611706433191496,1.0,0.0015211834064861778
222,1356,0.0006332038084520334,0.15220502728329904,0.001261160931435724
223,34406,0.020227560050568902,0.11873840445269017,0.0345665676478531
224,34406,0.01659590891547665,0.07977736549165121,0.027476038338658148
225,191,0.01684341859014348,0.0056022408963585435,0.008407940833008953
226,248,0.12924606462303231,0.0025283630470016205,0.004959702417854928
227,191,0.017223910840932118,0.007054673721340388,0.010009567969382498
228,248,0.10193392425463337,0.0020502431118314423,0.004019637438235807
229,191,0.022493887530562348,0.004772279282083204,0.007874015748031496
230,36020,0.00021491118693826576,1.0,0.00042973002008785143
231,2413,0.03256515701773125,0.8987839331777423,0.0628529951165877
232,4513,0.00957906379781706,1.0,0.018976351910038037
233,248,0.15476904619076184,0.0020907617504051863,0.004125788577322555
234,191,0.015092879256965945,0.0040460628695922814,0.006381412091957785
235,2412,0.07187883032743828,1.0,0.13411745487217186
236,248,0.07806691449814127,0.0013614262560777957,0.0026761819803746653
237,311,0.34238291925250974,0.5012712336537585,0.40686508262764115
238,191,0.019993444772205833,0.006328457308849466,0.009613869188337273
239,28,0.03996559663469962,0.0866012194654293,0.054691577332408196
240,191,0.027787307032590053,0.008403361344537815,0.01290425362434284
241,2743,0.004024723300273106,1.0,0.008017179670722978
242,534,0.022104757328207592,0.0012289278939916113,0.0023284065600323953
243,191,0.015112631879098944,0.005498495694574126,0.008063289213448956
244,248,0.11118293471234647,0.0027876823338735817,0.005438993153825477
245,2421,0.001963829714966791,0.5574057843996494,0.003913870239201473
246,254,0.03234903980592966,0.009634103373537713,0.014846625093922592
247,20298,0.035056967572304996,0.02888086642599278,0.03167062549485353
248,191,0.02394526795895097,0.006535947712418301,0.010268948655256724
249,236,8.323494141184957e-05,0.15211267605633802,0.0001663788415410994
250,191,0.028994845360824743,0.004668534080298786,0.008042176749173444
251,191,0.01900041305245766,0.004772279282083204,0.0076285240464344945
252,248,0.12279792746113989,0.001920583468395462,0.0037820154791350837
253,34406,0.020423048869438368,0.1038961038961039,0.03413593416641268
254,191,0.018717828731867104,0.0041498080713766984,0.006793478260869565
255,65,0.7032679045388959,0.20755091518007904,0.3205113773315755
256,477,0.11554153227406022,0.2558637699766868,0.15919477647395175
257,543,0.16200076517457623,0.9947228653139044,0.2786246620542334
258,2614,0.005451241671714113,0.0025884383088869713,0.0035101404056162248
259,18,0.7109115887928283,0.19570457697112317,0.3069185328971806
260,9935,7.136159518281326e-05,1.0,0.00014271300613785519
261,191,0.02021174205967276,0.006535947712418301,0.009877704609595485
262,191,0.015292553191489361,0.004772279282083204,0.007274452439313671
263,191,0.02492944496707432,0.005498495694574126,0.009009774755631108
264,191,0.02847571189279732,0.005291005291005291,0.008923884514435694
265,1336,0.18428480136329747,0.8552891744933268,0.3032334384858044
266,5899,0.0015769725751780892,1.0,0.003148979296366005
267,248,0.09364234262449107,0.0024230145867098866,0.004723799894148966
268,2614,0.007285089849441476,0.004314063848144953,0.00541907514450867
269,118,0.12266450040617384,0.3813131313131313,0.18561770129071908
270,311,0.1952857657857519,0.35666460703179603,0.2523832733632467
271,248,0.12472406181015452,0.0018314424635332252,0.003609877647509823
272,2614,0.004302617425600574,0.003451251078515962,0.0038301947015639964
273,248,0.10898254576415496,0.002074554294975689,0.004071602955093082
274,191,0.01619047619047619,0.005291005291005291,0.007975604034717334
275,558,0.03771510807554741,0.3664541106809383,0.06839143481328472
276,191,0.019169329073482427,0.006847183317771553,0.01009020027518728
277,191,0.014449796220822526,0.0040460628695922814,0.006321932241854434
278,248,0.07136194029850747,0.001239870340356564,0.0024373924679793537
279,191,0.020463847203274217,0.004668534080298786,0.007602635580334516
280,191,0.017010495837857402,0.004876024483867621,0.007579422673762297
281,191,0.025985663082437275,0.006017221703496213,0.009771712576867998
282,14,0.36642370320019907,0.15915582250234941,0.22192061530262028
283,191,0.014367816091954023,0.004668534080298786,0.0070472163495419295
284,2614,0.006230529595015576,0.003451251078515962,0.0044419766796224315
285,288,0.044861445623693194,1.0,0.08587061147981155
286,114,0.006025046528500678,0.8565022421524664,0.011965919057762186
287,191,0.015928322548531607,0.003319846457101359,0.005494505494505494
288,16,0.7230195010326574,0.4243517713523603,0.5348131217330175
289,16,0.5242432360032145,0.0015245564997366887,0.0030402715582362695
290,374,0.04449113645172477,0.048734163072866626,0.0465160918804786
291,4828,0.48134092346616064,0.9986876640419947,0.6495945369184806
292,191,0.021694517736734097,0.007677144932046893,0.011340996168582376
293,16,0.20792489669283334,0.012112317045429758,0.02289114852524497
294,191,0.026463104325699746,0.005394750492789709,0.008962426749396759
295,248,0.08640915593705294,0.002447325769854133,0.004759840813270814
296,191,0.019205002233139794,0.004461043676729951,0.007240276140764439
297,87,0.030637254901960783,0.0081913499344692,0.012926577042399173
298,4327,0.029115341545352745,1.0,0.05658324265505985
299,248,0.12840095465393794,0.002179902755267423,0.0042870233873859515
300,43,0.12486579031368794,0.7604488822126005,0.21450915390271566
301,191,0.023533204384268213,0.007573399730262475,0.011459069146848756
302,8808,9.216538379900126e-05,1.0,0.00018431378024770653
303,826,0.015848454038686483,0.8223085827683149,0.031097560975609756
304,248,0.09737454303755401,0.0023743922204213937,0.0046357458725249
305,1521,0.013361968261955681,1.0,0.02637156056857581
306,191,0.022794428028704093,0.0056022408963585435,0.008994003997335109
307,191,0.03733170134638923,0.006328457308849466,0.010822318814867383
308,191,0.028075360177318064,0.007884635335615727,0.012311679896322696
309,191,0.02349768875192604,0.006328457308849466,0.009971393543114018
310,16,0.7796655855730521,0.13970608856605995,0.23695319839383325
311,28933,0.023138832997987926,0.024572649572649572,0.023834196891191713
312,5288,0.004697853244674014,1.0,0.009351773231130706
313,191,0.025157232704402517,0.004979769685652039,0.00831384775266303
314,191,0.02321262766945218,0.00778089013383131,0.011655011655011656
315,191,0.013477088948787063,0.004668534080298786,0.006934812760055479
316,191,0.025336500395882817,0.006639692914202718,0.010521989313604603
317,248,0.08564678086237448,0.0011750405186385737,0.0023182752032487827
318,2614,0.0050820953870211105,0.003738855335058959,0.004308202154101077
319,6828,0.003916148352914075,1.0,0.007801743919229004
320,248,0.12043658261196838,0.002593192868719611,0.005077068310367532
321,14430,0.04160789844851904,1.0,0.07989167230873391
322,248,0.09523809523809523,0.001572123176661264,0.0030931862209714837
323,8125,0.06348400203148806,0.4844961240310077,0.11225864391558149
324,26,0.03739705541630684,0.12703239308136727,0.05778329231332506
325,191,0.020766773162939296,0.006743438115987136,0.010180906883859347
326,25669,2.071730958475424e-05,0.8216216216216217,4.1433574415858155e-05
327,53,0.32784770010865627,0.8166337750211446,0.46786516127990174
328,191,0.02102803738317757,0.004668534080298786,0.007640716529416758
329,191,0.023984010659560292,0.007469654528478058,0.01139150383672178
330,191,0.027972027972027972,0.009959539371304078,0.014689006196924492
331,191,0.014908684308609765,0.0041498080713766984,0.0064924525239409185
332,5114,0.0007192658683616282,0.13128707763734845,0.0014306935771977237
333,191,0.02664298401420959,0.006224712107065048,0.01009166596585653
334,274,0.18894073892144136,0.19332950384145903,0.19110992813414956
335,191,0.03221153846153846,0.006950928519555971,0.011434422732315043
336,39684,0.007392215709185644,1.0,0.014675943676975228
337,248,0.11325115562403698,0.0023824959481361426,0.00466681481951808
338,1074,0.1284090005565715,1.0,0.22759301014656144
339,248,0.09673366834170855,0.0018719611021069693,0.003672846376442904
340,191,0.025696706478465437,0.00736590932669364,0.0114497661667473
341,2073,0.0028862557056572456,1.0,0.005755898416668199
342,191,0.020696791997240428,0.006224712107065048,0.009570904450470569
343,1194,0.4621683967704729,0.6963851233924226,0.5556017748197448
344,12132,0.0002959432314560751,0.7293754818812644,0.0005916464030900704
345,282,0.7606405394016014,0.011469347295648637,0.022597950534901625
346,3462,0.0016239362763776242,0.09867695700110253,0.0031952873973580863
347,248,0.10665137614678899,0.002260940032414911,0.004428009141696293
348,448,0.031060374557995374,1.0,0.060249380782014104
349,870,0.175542387368785,0.7417116422513492,0.2838948169547862
350,34406,0.02792748652621264,0.10575139146567718,0.044186046511627906
351,191,0.024207011686143573,0.0030086108517481066,0.0053520346959490634
352,2369,0.6213592233009708,1.0,0.7664670658682634
353,191,0.018790570550051247,0.0057059860981429605,0.008753780041381503
354,34406,0.023255813953488372,0.12244897959183673,0.03908794788273615
355,34406,0.02065934065934066,0.08719851576994433,0.033404406538734895
356,654,0.04116378203482102,1.0,0.07907263534344557
357,248,0.10096735187424426,0.001353322528363047,0.002670846194444
358,4796,0.001393693555793663,0.8376264949402024,0.0027827569924219154
359,191,0.018525817895151755,0.004876024483867621,0.007720105124835741
360,19789,0.008196017851012701,1.0,0.01625877846350287
361,4667,0.017414371323327286,1.0,0.034232603380030535
362,3067,0.000525916961670267,0.030969030969030968,0.0010342699222073322
363,1678,0.038840764839726954,1.0,0.07477712880418076
364,476,0.0767050873320799,0.4062635300909222,0.12904556706702117
365,248,0.08141657539247901,0.001807131280388979,0.0035357819548276106
366,191,0.0207138304652645,0.006743438115987136,0.010174532362839477
367,286,0.3430446875579455,0.3211629667178202,0.33174339038000833
368,191,0.014747191011235955,0.004357298474945534,0.006726996075918956
369,35,0.15474859600436652,0.9292370873479703,0.2653137155420261
370,248,0.12103634957463263,0.0025364667747163694,0.004968806057815947
371,191,0.02866685221263568,0.010685755783795,0.015568319226118501
372,347,0.208292358019384,0.9907153074567139,0.3442153598477919
373,1544,0.05650570087189805,1.0,0.10696714807173463
374,3610,0.00017498323077371752,0.36363636363636365,0.00034979813732491876
375,2614,0.0074211502782931356,0.003451251078515962,0.004711425206124852
376,2614,0.006618863761720904,0.003451251078515962,0.004536862003780719
377,191,0.026837806301050177,0.0071584189231248055,0.011302211302211302
378,191,0.028041074249605055,0.00736590932669364,0.011667077479253964
379,248,0.09863672814755413,0.001993517017828201,0.003908049629053013
380,191,0.019683354728284124,0.004772279282083204,0.007682030728122912
381,191,0.024758707511540076,0.006120966905280631,0.009815338545999003
382,191,0.022230595327807082,0.006120966905280631,0.009598958757016189
383,8049,0.010211601221181177,1.0,0.020216756982075864
384,248,0.09379457917261055,0.0021312803889789304,0.00416785521853507
385,191,0.02059773828756058,0.005291005291005291,0.008419314898885678
386,534,0.01684981684981685,0.0012289278939916113,0.0022907796120614525
387,34406,0.03420523138832998,0.09461966604823747,0.050246305418719224
388,191,0.013292117465224112,0.004461043676729951,0.006680130495572472
389,534,0.017277486910994764,0.000881622184820069,0.0016776391042423937
390,34406,0.02259590120861797,0.07977736549165121,0.03521703521703522
391,191,0.025755324418028726,0.005394750492789709,0.008920912677989364
392,34840,4.074730558441823e-05,1.0,8.149129061831518e-05
393,248,0.09282544378698225,0.002034035656401945,0.003980841210429486
394,191,0.023181686467690525,0.008299616142753397,0.012223071046600458
395,3206,0.016471598355099645,1.0,0.03240936270478138
396,191,0.024667931688804556,0.0040460628695922814,0.006951871657754012
397,28,0.6380755208762929,0.29665605706177856,0.405012460472032
398,248,0.08296041308089501,0.0019529983792544571,0.0038161592969399465
399,1837,0.019970891412966825,1.0,0.03915972814734179
400,191,0.02073306182895224,0.005809731299927378,0.00907617504051864
401,3183,0.007277913009269504,1.0,0.014450655405570337
402,191,0.03322259136212625,0.009337068160597572,0.01457725947521866
403,248,0.10844976713240187,0.0013209076175040519,0.002610025379694643
404,14254,0.12015503875968993,1.0,0.21453287197231835
405,360,0.082698487894191,0.35762139416422123,0.1343330144336758
406,191,0.0270848182466144,0.007884635335615727,0.012213740458015267
407,30238,0.0002984700020689398,0.6214689265536724,0.0005966534521487321
408,191,0.016714082503556188,0.004876024483867621,0.0075495944100875435
409,191,0.03069526627218935,0.00861085174810665,0.013448918415296118
410,191,0.02750611246943765,0.004668534080298786,0.007982261640798226
411,1185,0.014925373134328358,1.0,0.029411764705882353
412,191,0.020227560050568902,0.004979769685652039,0.007992007992007992
413,191,0.018856259659969087,0.006328457308849466,0.009476464191393507
414,191,0.019362526064938934,0.006743438115987136,0.010003077870113883
415,191,0.020905923344947737,0.0056022408963585435,0.008836524300441826
416,191,0.028282828282828285,0.004357298474945534,0.007551240560949299
417,282,0.8324367631910267,0.09242832452216349,0.16638261366885904
418,2391,0.014430376720108079,1.0,0.028450206246317028
419,191,0.022418478260869564,0.006847183317771553,0.010490344115075895
420,248,0.09775753328661528,0.002260940032414911,0.0044196619513045135
421,191,0.02498107494322483,0.01027077497665733,0.014556682840758714
422,248,0.08159660897209467,0.0018719611021069693,0.0036599567459657295
423,248,0.07664526484751204,0.0015478119935170179,0.0030343469005179044
424,8293,0.005937582969274215,1.0,0.011805072342059169
425,534,0.017699115044247787,0.0011754962464267586,0.0022045744920710475
426,191,0.018387553041018388,0.0040460628695922814,0.0066326530612244895
427,191,0.01717557251908397,0.0056022408963585435,0.008448720957521708
428,191,0.014568158168574402,0.002904865649963689,0.0048438716374016085
429,248,0.0930824008138352,0.0014829821717990276,0.0029194518449978464
430,34406,0.011357183418512209,0.07421150278293136,0.019699581383895593
431,34406,0.02296157450796626,0.09090909090909091,0.03666292555181444
432,28933,0.014174344436569808,0.021367521367521368,0.017043033659991477
433,865,0.06141037636769845,1.0,0.11571467122425115
434,248,0.09400860642171466,0.002301458670988655,0.0044929244350226626
435,248,0.10833333333333334,0.00200162074554295,0.003930617441120305
436,248,0.12109862671660425,0.0023581847649918964,0.004626280772318625
437,191,0.024793388429752067,0.006847183317771553,0.010730834891472238
438,248,0.11261101243339254,0.0025688816855753646,0.005023174741512498
439,15,0.061706783369803064,0.0013045288430401998,0.002555042131013862
440,191,0.01921537229783827,0.004979769685652039,0.007909697618851448
441,89,0.0670446047947438,0.7927750906892382,0.12363357788974336
442,534,0.01320361362056984,0.0010152013037322005,0.0018854350145128876
443,47859,0.03256418268835419,1.0,0.0630743991207811
444,248,0.1045510455104551,0.00206645056726094,0.004052797622358728
445,7457,0.013799051315222079,1.0,0.027222458528285833
446,191,0.016175994823681657,0.005187260089220874,0.007855459544383346
447,191,0.018368067820558106,0.005394750492789709,0.008340016038492382
448,534,0.02303030303030303,0.0010152013037322005,0.001944679000025588
449,34406,0.03230849400729546,0.1150278293135436,0.05044751830756712
450,248,0.0938529088913282,0.0013857374392220421,0.0027311494785261375
